customer_id,sku_id,route,time_period,base_demand,promotion_flag,discount_percentage,sentiment_score,review_volume,sustainable_sku_flag,regulation_impact_score,eco_preference_index
CUST_6,SKU_10,DEL-BLR,31-10-2025,80,0,3,-0.95,166,0,0.23,0.48
CUST_6,SKU_10,DEL-BLR,30-11-2025,22,1,2,0.02,54,1,0.24,0.99
CUST_6,SKU_10,DEL-BLR,31-12-2025,25,0,14,-0.67,143,0,0.21,0.3
CUST_6,SKU_10,BLR-SIN,31-01-2025,93,1,21,-0.65,74,0,0.03,0.8
CUST_6,SKU_10,BLR-SIN,28-02-2025,30,0,6,-0.03,88,1,-0.08,0.05
CUST_6,SKU_10,BLR-SIN,31-03-2025,78,1,26,-0.7,262,0,-0.06,0.33
CUST_6,SKU_10,BLR-SIN,30-04-2025,59,0,19,-0.45,67,0,-0.12,0.09
CUST_6,SKU_10,BLR-SIN,31-05-2025,80,0,10,-0.61,192,0,0.28,0.02
CUST_6,SKU_10,BLR-SIN,30-06-2025,73,0,10,0.37,175,0,-0.13,0.92
CUST_6,SKU_10,BLR-SIN,31-07-2025,65,0,20,0.36,136,0,-0.12,0.37
CUST_6,SKU_10,BLR-SIN,31-08-2025,64,1,13,-0.38,181,0,-0.1,0.21
CUST_6,SKU_10,BLR-SIN,30-09-2025,67,0,12,-0.93,282,0,0.2,0.5
CUST_6,SKU_10,BLR-SIN,31-10-2025,52,1,2,-0.48,297,1,-0.2,0.31
CUST_6,SKU_10,BLR-SIN,30-11-2025,73,1,28,0.63,260,0,-0.03,0.61
CUST_6,SKU_10,BLR-SIN,31-12-2025,95,0,20,0.6,293,0,-0.09,0.03
CUST_6,SKU_10,MUM-DXB,31-01-2025,41,0,13,0.58,120,0,0.03,0.96
CUST_6,SKU_10,MUM-DXB,28-02-2025,38,0,17,0.21,168,1,-0.2,0.39
CUST_6,SKU_10,MUM-DXB,31-03-2025,97,0,17,-0.23,155,0,0.02,0.57
CUST_6,SKU_10,MUM-DXB,30-04-2025,71,0,26,0.52,263,1,-0.01,0.7
CUST_6,SKU_10,MUM-DXB,31-05-2025,76,0,25,0.9,186,1,-0.12,0.39
CUST_6,SKU_10,MUM-DXB,30-06-2025,96,0,6,0.73,100,0,0.13,0.34
CUST_6,SKU_10,MUM-DXB,31-07-2025,90,0,13,-0.38,14,1,-0.04,0.34
CUST_6,SKU_10,MUM-DXB,31-08-2025,92,0,11,-0.55,113,0,0.3,0.15
CUST_6,SKU_10,MUM-DXB,30-09-2025,90,0,27,0.37,106,1,-0.19,0.31
CUST_6,SKU_10,MUM-DXB,31-10-2025,96,1,12,-0.7,108,1,-0.19,0.53
CUST_6,SKU_10,MUM-DXB,30-11-2025,76,0,21,-0.38,164,1,0.29,0.89
CUST_6,SKU_10,MUM-DXB,31-12-2025,43,0,10,0.86,275,0,0,0.91
CUST_6,SKU_10,DEL-FRA,31-01-2025,23,1,28,0.06,55,1,0.28,0.73
CUST_6,SKU_10,DEL-FRA,28-02-2025,32,1,4,-0.4,166,1,-0.16,0.41
CUST_6,SKU_10,DEL-FRA,31-03-2025,77,0,9,-0.72,197,0,0.26,0.85
CUST_6,SKU_10,DEL-FRA,30-04-2025,64,1,17,-0.75,48,0,-0.07,1
CUST_6,SKU_10,DEL-FRA,31-05-2025,41,0,19,-0.03,223,1,0.2,0.04
CUST_6,SKU_10,DEL-FRA,30-06-2025,53,1,13,-0.83,142,1,0.1,0.73
CUST_6,SKU_10,DEL-FRA,31-07-2025,91,0,3,0.46,116,0,-0.04,0.12
CUST_6,SKU_10,DEL-FRA,31-08-2025,34,0,8,-0.43,241,1,-0.19,0.9
CUST_6,SKU_10,DEL-FRA,30-09-2025,97,1,12,-0.42,238,0,-0.03,0.85
CUST_6,SKU_10,DEL-FRA,31-10-2025,51,0,3,-0.74,208,0,0.22,0.48
CUST_6,SKU_10,DEL-FRA,30-11-2025,54,1,19,-0.62,257,1,0.25,0.59
CUST_6,SKU_10,DEL-FRA,31-12-2025,73,0,3,0.09,108,1,-0.08,0.1
CUST_7,SKU_1,DEL-MUM,31-01-2025,58,0,2,0.67,233,0,0.3,0.22
CUST_7,SKU_1,DEL-MUM,28-02-2025,31,0,20,0.93,278,0,-0.08,0.62
CUST_7,SKU_1,DEL-MUM,31-03-2025,38,0,15,-0.19,101,0,0.21,0.71
CUST_7,SKU_1,DEL-MUM,30-04-2025,48,1,18,-0.07,56,0,0.17,0.58
CUST_7,SKU_1,DEL-MUM,31-05-2025,38,0,14,-0.36,197,0,0.06,0.85
CUST_7,SKU_1,DEL-MUM,30-06-2025,34,1,20,-0.9,278,0,-0.17,0.93
CUST_7,SKU_1,DEL-MUM,31-07-2025,71,0,29,0.9,199,0,-0.01,0.1
CUST_7,SKU_1,DEL-MUM,31-08-2025,32,1,4,-0.97,74,1,0.2,0.44
CUST_7,SKU_1,DEL-MUM,30-09-2025,35,0,25,0.56,182,1,0.17,0.86
CUST_7,SKU_1,DEL-MUM,31-10-2025,46,0,7,0.43,181,1,0.28,0.58
CUST_7,SKU_1,DEL-MUM,30-11-2025,44,0,14,-0.04,127,0,0.05,0.37
CUST_7,SKU_1,DEL-MUM,31-12-2025,44,1,7,0.16,12,0,-0.17,0.41
CUST_7,SKU_1,DEL-BLR,31-01-2025,29,0,19,-0.13,226,0,0.22,0.83
CUST_7,SKU_1,DEL-BLR,28-02-2025,72,0,22,0.01,128,0,-0.15,0.16
CUST_7,SKU_1,DEL-BLR,31-03-2025,81,0,6,0.51,295,0,0.18,0.39
CUST_7,SKU_1,DEL-BLR,30-04-2025,29,1,7,-0.82,151,0,-0.05,0.14
CUST_7,SKU_1,DEL-BLR,31-05-2025,33,0,16,-0.23,173,0,0.23,0.14
CUST_7,SKU_1,DEL-BLR,30-06-2025,91,0,19,0.78,174,0,-0.11,0.26
CUST_7,SKU_1,DEL-BLR,31-07-2025,93,1,26,-0.3,10,1,-0.13,0.04
CUST_7,SKU_1,DEL-BLR,31-08-2025,77,0,22,-0.89,17,1,0.28,0.23
CUST_7,SKU_1,DEL-BLR,30-09-2025,51,0,16,0.25,136,0,-0.07,0.93
CUST_7,SKU_1,DEL-BLR,31-10-2025,48,0,18,0.71,38,0,0.23,0.53
CUST_7,SKU_1,DEL-BLR,30-11-2025,67,0,7,0.91,168,1,-0.14,0.3
CUST_7,SKU_1,DEL-BLR,31-12-2025,87,0,22,-0.04,281,0,0.27,0.4
CUST_7,SKU_1,BLR-SIN,31-01-2025,54,0,22,-0.2,65,0,0.07,0.13
CUST_7,SKU_1,BLR-SIN,28-02-2025,57,0,5,0.21,187,1,0.08,0.89
CUST_7,SKU_1,BLR-SIN,31-03-2025,30,0,27,0.45,144,0,-0.09,0.29
CUST_7,SKU_1,BLR-SIN,30-04-2025,35,1,6,0.11,246,0,0.09,0.92
CUST_7,SKU_1,BLR-SIN,31-05-2025,74,0,16,0.54,92,0,-0.03,0.06
CUST_7,SKU_1,BLR-SIN,30-06-2025,24,0,22,-0.66,80,0,0.16,0.06
CUST_7,SKU_1,BLR-SIN,31-07-2025,82,0,17,0.45,111,0,-0.07,0.1
CUST_7,SKU_1,BLR-SIN,31-08-2025,90,0,7,0.95,293,0,0.12,0.62
CUST_7,SKU_1,BLR-SIN,30-09-2025,49,0,24,0.79,96,1,0.06,0.54
CUST_7,SKU_1,BLR-SIN,31-10-2025,98,0,18,-0.92,296,1,-0.05,0.44
CUST_7,SKU_1,BLR-SIN,30-11-2025,23,0,23,0.16,191,1,-0.04,0.31
CUST_7,SKU_1,BLR-SIN,31-12-2025,80,0,19,0.2,120,0,0.17,0.27
CUST_7,SKU_1,MUM-DXB,31-01-2025,80,1,25,-0.04,180,1,-0.13,0.85
CUST_7,SKU_1,MUM-DXB,28-02-2025,97,0,26,0.84,230,0,0.21,0.94
CUST_7,SKU_1,MUM-DXB,31-03-2025,95,0,6,0.22,91,0,-0.15,0.93
CUST_7,SKU_1,MUM-DXB,30-04-2025,61,0,6,-0.23,43,0,-0.03,0.5
CUST_7,SKU_1,MUM-DXB,31-05-2025,45,0,9,-0.21,21,0,0.14,0.66
CUST_7,SKU_1,MUM-DXB,30-06-2025,46,1,2,-0.35,291,0,0.21,0.57
CUST_7,SKU_1,MUM-DXB,31-07-2025,45,0,21,0.91,111,1,0.06,0.22
CUST_7,SKU_1,MUM-DXB,31-08-2025,49,0,2,-0.35,17,1,-0.14,0.41
CUST_7,SKU_1,MUM-DXB,30-09-2025,54,0,14,-0.99,145,0,-0.17,0.13
CUST_7,SKU_1,MUM-DXB,31-10-2025,69,1,28,-0.29,113,0,0,0.77
CUST_7,SKU_1,MUM-DXB,30-11-2025,53,0,22,0.32,209,0,-0.06,0.54
CUST_7,SKU_1,MUM-DXB,31-12-2025,59,1,6,0.48,221,0,-0.14,0.48
CUST_7,SKU_1,DEL-FRA,31-01-2025,63,1,26,0.91,299,0,0.27,0.39
CUST_7,SKU_1,DEL-FRA,28-02-2025,92,0,9,-0.44,94,0,-0.08,0.8
CUST_7,SKU_1,DEL-FRA,31-03-2025,80,0,29,0.36,81,0,-0.08,0.31
CUST_7,SKU_1,DEL-FRA,30-04-2025,28,0,10,0.45,161,0,0.23,0.02
CUST_7,SKU_1,DEL-FRA,31-05-2025,71,0,10,-0.93,147,0,0.06,0.67
CUST_7,SKU_1,DEL-FRA,30-06-2025,37,0,22,0.97,46,1,0.3,0.59
CUST_7,SKU_1,DEL-FRA,31-07-2025,49,1,5,0.69,16,0,0.15,0.26
CUST_7,SKU_1,DEL-FRA,31-08-2025,62,1,6,-0.32,190,1,0.07,0.99
CUST_7,SKU_1,DEL-FRA,30-09-2025,32,0,25,-0.21,283,0,-0.12,0.16
CUST_7,SKU_1,DEL-FRA,31-10-2025,79,1,27,-0.06,241,1,-0.1,0.26
CUST_7,SKU_1,DEL-FRA,30-11-2025,28,0,29,0.36,137,0,0.08,0.39
CUST_7,SKU_1,DEL-FRA,31-12-2025,79,1,2,0.08,54,0,-0.02,0.34
CUST_7,SKU_2,DEL-MUM,31-01-2025,43,0,4,0.41,241,0,0.21,0.85
CUST_7,SKU_2,DEL-MUM,28-02-2025,98,1,15,0.65,163,1,-0.12,0.7
CUST_7,SKU_2,DEL-MUM,31-03-2025,62,1,8,0.96,126,0,0.17,0.38
CUST_7,SKU_2,DEL-MUM,30-04-2025,35,0,27,-0.53,91,0,-0.16,0.59
CUST_7,SKU_2,DEL-MUM,31-05-2025,89,1,11,0.4,216,1,-0.09,0.34
CUST_7,SKU_2,DEL-MUM,30-06-2025,30,0,27,0.09,215,0,-0.05,0.04
CUST_7,SKU_2,DEL-MUM,31-07-2025,66,0,15,0.22,240,1,0.09,0.03
CUST_7,SKU_2,DEL-MUM,31-08-2025,63,0,12,0.78,232,0,0.2,0.43
CUST_7,SKU_2,DEL-MUM,30-09-2025,77,0,22,-0.49,81,0,0.01,0.24
CUST_7,SKU_2,DEL-MUM,31-10-2025,56,0,13,-0.18,289,1,-0.08,0.93
CUST_7,SKU_2,DEL-MUM,30-11-2025,86,1,18,0.04,169,1,0.25,0.09
CUST_7,SKU_2,DEL-MUM,31-12-2025,71,0,4,0.92,27,1,-0.14,0.83
CUST_7,SKU_2,DEL-BLR,31-01-2025,48,1,8,0.19,208,1,-0.15,0.73
CUST_7,SKU_2,DEL-BLR,28-02-2025,24,0,24,0.43,239,1,0.04,0
CUST_7,SKU_2,DEL-BLR,31-03-2025,53,0,3,0.93,136,0,0.3,0.3
CUST_7,SKU_2,DEL-BLR,30-04-2025,48,0,22,0.28,253,1,0.17,0.23
CUST_7,SKU_2,DEL-BLR,31-05-2025,74,0,7,-0.01,286,0,-0.08,0.6
CUST_7,SKU_2,DEL-BLR,30-06-2025,89,1,7,-0.91,39,1,0.06,0.38
CUST_7,SKU_2,DEL-BLR,31-07-2025,81,0,26,0.74,169,1,0.05,0.2
CUST_7,SKU_2,DEL-BLR,31-08-2025,57,1,1,0.34,273,0,0.05,0.84
CUST_7,SKU_2,DEL-BLR,30-09-2025,64,0,16,-0.57,173,0,0.1,0.28
CUST_7,SKU_2,DEL-BLR,31-10-2025,69,1,22,0.47,267,0,-0.13,0.13
CUST_7,SKU_2,DEL-BLR,30-11-2025,41,0,16,-0.45,125,0,-0.08,0.34
CUST_7,SKU_2,DEL-BLR,31-12-2025,68,1,4,0.71,144,0,0.18,0.79
CUST_7,SKU_2,BLR-SIN,31-01-2025,42,0,0,-0.24,105,0,-0.04,0.75
CUST_7,SKU_2,BLR-SIN,28-02-2025,90,0,17,0.03,92,0,0.07,0.71
CUST_7,SKU_2,BLR-SIN,31-03-2025,75,0,14,-0.92,92,0,-0.17,0.68
CUST_7,SKU_2,BLR-SIN,30-04-2025,35,0,24,0.47,66,1,0.1,0.87
CUST_7,SKU_2,BLR-SIN,31-05-2025,84,1,9,-0.35,28,1,0.01,0.5
CUST_7,SKU_2,BLR-SIN,30-06-2025,87,0,6,0.78,31,1,-0.16,0.55
CUST_7,SKU_2,BLR-SIN,31-07-2025,68,0,9,0.14,299,1,-0.12,0.27
CUST_7,SKU_2,BLR-SIN,31-08-2025,96,0,1,-0.41,123,1,0.25,0.11
CUST_7,SKU_2,BLR-SIN,30-09-2025,42,0,2,0.51,297,0,0.16,0.22
CUST_7,SKU_2,BLR-SIN,31-10-2025,35,1,27,-0.65,237,0,0.19,0.33
CUST_7,SKU_2,BLR-SIN,30-11-2025,72,0,21,-0.09,21,0,0.11,0.73
CUST_7,SKU_2,BLR-SIN,31-12-2025,98,0,27,0.13,84,1,-0.01,0.98
CUST_7,SKU_2,MUM-DXB,31-01-2025,56,0,19,0.6,141,1,-0.15,0.4
CUST_7,SKU_2,MUM-DXB,28-02-2025,35,1,17,-0.67,193,0,-0.05,0.14
CUST_7,SKU_2,MUM-DXB,31-03-2025,22,0,6,-0.65,68,1,-0.2,0.36
CUST_7,SKU_2,MUM-DXB,30-04-2025,36,0,22,0.21,93,1,-0.15,0.27
CUST_7,SKU_2,MUM-DXB,31-05-2025,63,0,16,-0.45,91,1,0.04,0.2
CUST_7,SKU_2,MUM-DXB,30-06-2025,22,1,2,-0.66,77,1,0.24,0.22
CUST_7,SKU_2,MUM-DXB,31-07-2025,58,0,7,0.2,42,0,0.17,0.99
CUST_7,SKU_2,MUM-DXB,31-08-2025,68,0,1,0.32,230,0,0.28,0.76
CUST_7,SKU_2,MUM-DXB,30-09-2025,32,0,15,0.36,37,0,0.01,0.67
CUST_7,SKU_2,MUM-DXB,31-10-2025,77,0,8,0.32,15,1,0,0.99
CUST_7,SKU_2,MUM-DXB,30-11-2025,51,0,10,-0.13,32,0,0.22,0.05
CUST_7,SKU_2,MUM-DXB,31-12-2025,84,0,27,-0.84,191,1,0.17,0.75
CUST_7,SKU_2,DEL-FRA,31-01-2025,63,0,11,-0.27,232,0,0.01,0.31
CUST_7,SKU_2,DEL-FRA,28-02-2025,97,1,12,0.34,172,1,0.06,0.47
CUST_7,SKU_2,DEL-FRA,31-03-2025,42,0,29,0.68,166,1,0.26,0.95
CUST_7,SKU_2,DEL-FRA,30-04-2025,48,0,23,0.62,272,0,0.16,0.6
CUST_7,SKU_2,DEL-FRA,31-05-2025,65,0,22,0.09,104,1,0.11,0.38
CUST_7,SKU_2,DEL-FRA,30-06-2025,49,0,5,-0.97,156,0,0.15,0.63
CUST_7,SKU_2,DEL-FRA,31-07-2025,68,0,16,-0.41,243,0,0.28,0.56
CUST_7,SKU_2,DEL-FRA,31-08-2025,87,1,24,-0.25,52,0,0.19,0.7
CUST_7,SKU_2,DEL-FRA,30-09-2025,44,0,1,-0.48,128,1,-0.03,0.09
CUST_7,SKU_2,DEL-FRA,31-10-2025,37,0,10,0.9,256,0,0.13,0.94
CUST_7,SKU_2,DEL-FRA,30-11-2025,84,1,28,0.16,47,0,0.13,0.18
CUST_7,SKU_2,DEL-FRA,31-12-2025,54,0,20,0.7,204,0,0.19,0.04
CUST_7,SKU_3,DEL-MUM,31-01-2025,87,0,19,-0.38,61,0,0.08,0.64
CUST_7,SKU_3,DEL-MUM,28-02-2025,92,0,4,-0.02,11,1,-0.12,0.78
CUST_7,SKU_3,DEL-MUM,31-03-2025,49,0,25,-0.14,147,0,0.29,0.31
CUST_7,SKU_3,DEL-MUM,30-04-2025,36,0,5,0.22,116,0,0.2,0.04
CUST_7,SKU_3,DEL-MUM,31-05-2025,47,0,29,0.7,75,0,0.16,0.28
CUST_7,SKU_3,DEL-MUM,30-06-2025,44,0,14,-0.9,255,0,-0.03,0.93
CUST_7,SKU_3,DEL-MUM,31-07-2025,56,1,16,0.79,246,0,0.26,0.77
CUST_7,SKU_3,DEL-MUM,31-08-2025,62,0,2,-0.41,287,1,0.13,0.92
CUST_7,SKU_3,DEL-MUM,30-09-2025,93,1,3,0.77,81,1,-0.05,0.07
CUST_7,SKU_3,DEL-MUM,31-10-2025,45,0,7,-0.29,87,0,-0.02,0.78
CUST_7,SKU_3,DEL-MUM,30-11-2025,24,0,2,0.44,219,0,-0.2,0.8
CUST_7,SKU_3,DEL-MUM,31-12-2025,94,1,4,-0.85,187,1,-0.13,0.6
CUST_7,SKU_3,DEL-BLR,31-01-2025,32,0,24,-0.7,36,0,0.12,0.6
CUST_7,SKU_3,DEL-BLR,28-02-2025,31,0,3,-0.74,294,0,-0.18,0.89
CUST_7,SKU_3,DEL-BLR,31-03-2025,85,0,19,0.73,15,0,-0.07,0.46
CUST_7,SKU_3,DEL-BLR,30-04-2025,53,0,21,0.26,103,1,0.02,0.87
CUST_7,SKU_3,DEL-BLR,31-05-2025,82,0,15,0.36,180,0,0.14,0.24
CUST_7,SKU_3,DEL-BLR,30-06-2025,42,0,1,-0.36,85,1,0.24,0.83
CUST_7,SKU_3,DEL-BLR,31-07-2025,87,1,6,0.29,162,0,0.19,0.33
CUST_7,SKU_3,DEL-BLR,31-08-2025,60,1,21,0.12,57,1,0.15,0.86
CUST_7,SKU_3,DEL-BLR,30-09-2025,88,0,26,-0.64,299,1,0,0.27
CUST_7,SKU_3,DEL-BLR,31-10-2025,85,0,2,-0.33,31,1,0.09,0.23
CUST_7,SKU_3,DEL-BLR,30-11-2025,48,0,17,-0.73,247,0,0.22,0.68
CUST_7,SKU_3,DEL-BLR,31-12-2025,97,0,7,-0.79,83,1,0.04,0.3
CUST_7,SKU_3,BLR-SIN,31-01-2025,88,1,8,0.4,15,0,-0.02,0.15
CUST_7,SKU_3,BLR-SIN,28-02-2025,35,0,25,0.65,248,0,0.27,0.88
CUST_7,SKU_3,BLR-SIN,31-03-2025,75,0,16,0.52,283,0,0.21,0.98
CUST_7,SKU_3,BLR-SIN,30-04-2025,82,1,19,-0.56,178,1,0.1,0.39
CUST_7,SKU_3,BLR-SIN,31-05-2025,60,0,23,0.94,34,1,0.12,0.03
CUST_7,SKU_3,BLR-SIN,30-06-2025,89,0,23,0.32,222,1,0.1,0.96
CUST_7,SKU_3,BLR-SIN,31-07-2025,31,0,22,0.05,100,0,0.05,0.13
CUST_7,SKU_3,BLR-SIN,31-08-2025,48,0,29,0.85,238,0,0.04,0.61
CUST_7,SKU_3,BLR-SIN,30-09-2025,32,1,20,0.41,290,0,0.1,0.93
CUST_7,SKU_3,BLR-SIN,31-10-2025,60,1,20,0.81,121,1,0.1,0.85
CUST_7,SKU_3,BLR-SIN,30-11-2025,48,0,10,0.34,42,0,0.02,0.22
CUST_7,SKU_3,BLR-SIN,31-12-2025,48,0,28,-0.57,270,1,0.26,0.96
CUST_7,SKU_3,MUM-DXB,31-01-2025,64,0,14,0.55,170,1,-0.17,0.4
CUST_7,SKU_3,MUM-DXB,28-02-2025,26,1,20,0.61,198,0,0.03,0.41
CUST_7,SKU_3,MUM-DXB,31-03-2025,76,0,18,-0.26,228,1,0.17,0.74
CUST_7,SKU_3,MUM-DXB,30-04-2025,85,0,9,-0.96,294,1,-0.06,0.55
CUST_7,SKU_3,MUM-DXB,31-05-2025,37,0,27,-0.13,199,1,-0.19,0.32
CUST_7,SKU_3,MUM-DXB,30-06-2025,40,0,28,0.13,189,0,-0.07,0.94
CUST_7,SKU_3,MUM-DXB,31-07-2025,65,1,27,0.73,167,0,0.28,0.61
CUST_7,SKU_3,MUM-DXB,31-08-2025,65,1,15,-0.07,242,1,0.29,0.57
CUST_7,SKU_3,MUM-DXB,30-09-2025,61,0,7,0.3,20,1,0.13,0.64
CUST_7,SKU_3,MUM-DXB,31-10-2025,91,1,22,0.88,62,0,0.23,0.91
CUST_7,SKU_3,MUM-DXB,30-11-2025,47,0,21,-0.68,27,0,-0.09,0.91
CUST_7,SKU_3,MUM-DXB,31-12-2025,62,0,17,0.32,278,1,0.21,0.5
CUST_7,SKU_3,DEL-FRA,31-01-2025,96,0,5,-0.31,141,0,-0.14,0.45
CUST_7,SKU_3,DEL-FRA,28-02-2025,97,0,16,0.27,295,0,0.05,0.07
CUST_7,SKU_3,DEL-FRA,31-03-2025,55,0,23,-0.65,34,1,-0.03,0.08
CUST_7,SKU_3,DEL-FRA,30-04-2025,65,1,25,0.49,137,1,-0.01,0.68
CUST_7,SKU_3,DEL-FRA,31-05-2025,73,1,10,0.39,206,0,0.02,0.54
CUST_7,SKU_3,DEL-FRA,30-06-2025,67,0,5,-0.59,245,1,0.14,0.95
CUST_7,SKU_3,DEL-FRA,31-07-2025,64,0,27,0.65,278,0,0.12,0.43
CUST_7,SKU_3,DEL-FRA,31-08-2025,68,1,25,-0.44,108,0,0.25,0.3
CUST_7,SKU_3,DEL-FRA,30-09-2025,77,1,26,-0.6,225,0,0.1,0.41
CUST_7,SKU_3,DEL-FRA,31-10-2025,62,0,28,-0.36,264,1,0.05,0.01
CUST_7,SKU_3,DEL-FRA,30-11-2025,40,1,8,0.18,118,0,0.08,0.58
CUST_7,SKU_3,DEL-FRA,31-12-2025,64,1,29,-0.04,114,0,0.28,0.22
CUST_7,SKU_4,DEL-MUM,31-01-2025,31,0,2,0.56,145,0,0.06,0.86
CUST_7,SKU_4,DEL-MUM,28-02-2025,33,1,0,0.34,197,0,-0.13,0.32
CUST_7,SKU_4,DEL-MUM,31-03-2025,74,1,4,-0.01,33,0,0.25,0.08
CUST_7,SKU_4,DEL-MUM,30-04-2025,26,0,22,0.21,130,0,0.13,0.73
CUST_7,SKU_4,DEL-MUM,31-05-2025,93,0,3,0.61,79,1,-0.01,0.53
CUST_7,SKU_4,DEL-MUM,30-06-2025,77,0,22,-0.43,224,0,-0.11,0.59
CUST_7,SKU_4,DEL-MUM,31-07-2025,70,1,6,-0.95,288,1,0.29,0.01
CUST_7,SKU_4,DEL-MUM,31-08-2025,49,0,2,0.32,276,1,-0.16,0.78
CUST_7,SKU_4,DEL-MUM,30-09-2025,20,1,8,0.73,153,0,-0.19,0.77
CUST_7,SKU_4,DEL-MUM,31-10-2025,60,0,15,0.65,199,0,-0.17,0.5
CUST_7,SKU_4,DEL-MUM,30-11-2025,63,1,22,0.64,20,0,-0.15,0.64
CUST_7,SKU_4,DEL-MUM,31-12-2025,66,0,12,0.92,288,0,0.13,0.66
CUST_7,SKU_4,DEL-BLR,31-01-2025,85,1,13,0.66,281,1,-0.01,0.47
CUST_7,SKU_4,DEL-BLR,28-02-2025,28,1,10,-0.55,93,0,0.28,0.98
CUST_7,SKU_4,DEL-BLR,31-03-2025,26,1,25,-0.42,29,0,-0.08,0.95
CUST_7,SKU_4,DEL-BLR,30-04-2025,33,0,27,0.99,294,0,-0.13,0.72
CUST_7,SKU_4,DEL-BLR,31-05-2025,32,1,12,0.59,143,0,-0.02,0.31
CUST_7,SKU_4,DEL-BLR,30-06-2025,35,1,10,0.87,248,0,-0.07,0.36
CUST_7,SKU_4,DEL-BLR,31-07-2025,30,1,11,0.9,153,1,0.14,0.01
CUST_7,SKU_4,DEL-BLR,31-08-2025,65,0,10,-0.23,90,1,-0.05,0.13
CUST_7,SKU_4,DEL-BLR,30-09-2025,82,1,25,0.3,46,1,-0.06,0.59
CUST_7,SKU_4,DEL-BLR,31-10-2025,63,1,3,-0.93,64,1,-0.03,0.12
CUST_7,SKU_4,DEL-BLR,30-11-2025,82,0,29,-0.77,113,0,-0.08,0.92
CUST_7,SKU_4,DEL-BLR,31-12-2025,62,0,28,0.24,235,0,0.11,0.1
CUST_7,SKU_4,BLR-SIN,31-01-2025,38,1,16,0.77,203,0,0.27,0.33
CUST_7,SKU_4,BLR-SIN,28-02-2025,79,1,4,0.05,149,1,-0.13,0.04
CUST_7,SKU_4,BLR-SIN,31-03-2025,44,0,11,0.68,17,0,0.09,0.04
CUST_7,SKU_4,BLR-SIN,30-04-2025,91,0,0,0.57,280,1,0.07,0.65
CUST_7,SKU_4,BLR-SIN,31-05-2025,73,1,4,0.68,112,0,0.06,0.55
CUST_7,SKU_4,BLR-SIN,30-06-2025,50,0,25,0.27,182,0,-0.18,0.79
CUST_7,SKU_4,BLR-SIN,31-07-2025,46,1,5,-0.88,270,0,-0.14,0.81
CUST_7,SKU_4,BLR-SIN,31-08-2025,99,1,3,0.04,23,1,-0.04,0.17
CUST_7,SKU_4,BLR-SIN,30-09-2025,89,1,1,0.92,78,0,-0.15,0.32
CUST_7,SKU_4,BLR-SIN,31-10-2025,24,0,16,0.53,170,0,0.06,0.36
CUST_7,SKU_4,BLR-SIN,30-11-2025,42,0,14,-0.81,163,1,0.13,0.19
CUST_7,SKU_4,BLR-SIN,31-12-2025,96,0,17,0.35,110,1,0.29,0.21
CUST_7,SKU_4,MUM-DXB,31-01-2025,27,0,14,0.95,194,1,0.21,0.11
CUST_7,SKU_4,MUM-DXB,28-02-2025,96,0,7,0.25,231,0,0.12,0.29
CUST_7,SKU_4,MUM-DXB,31-03-2025,38,0,22,-0.73,179,1,-0.08,0.26
CUST_7,SKU_4,MUM-DXB,30-04-2025,46,0,27,-0.24,96,0,-0.03,0.04
CUST_7,SKU_4,MUM-DXB,31-05-2025,90,0,2,0.25,187,0,0.07,0.82
CUST_7,SKU_4,MUM-DXB,30-06-2025,32,0,23,-0.32,246,0,-0.08,0.57
CUST_7,SKU_4,MUM-DXB,31-07-2025,49,0,26,-0.18,130,1,-0.05,0.59
CUST_7,SKU_4,MUM-DXB,31-08-2025,28,0,13,0.82,77,1,0.02,0.34
CUST_7,SKU_4,MUM-DXB,30-09-2025,49,0,27,-0.28,285,0,0.27,0.35
CUST_7,SKU_4,MUM-DXB,31-10-2025,29,0,10,-0.88,162,0,0.06,0.03
CUST_7,SKU_4,MUM-DXB,30-11-2025,56,0,26,0.12,46,1,0.11,0
CUST_7,SKU_4,MUM-DXB,31-12-2025,97,0,22,-0.8,27,0,0.02,0.69
CUST_7,SKU_4,DEL-FRA,31-01-2025,90,0,22,0.23,286,1,0.22,0.28
CUST_7,SKU_4,DEL-FRA,28-02-2025,29,0,20,0.07,150,1,0.27,0.88
CUST_7,SKU_4,DEL-FRA,31-03-2025,28,0,16,0.14,210,0,0.28,0.26
CUST_7,SKU_4,DEL-FRA,30-04-2025,29,0,28,0.96,30,1,0.26,0.86
CUST_7,SKU_4,DEL-FRA,31-05-2025,60,0,8,-0.39,208,0,0.2,0.8
CUST_7,SKU_4,DEL-FRA,30-06-2025,28,1,29,0.92,273,0,0.04,0.74
CUST_7,SKU_4,DEL-FRA,31-07-2025,30,0,13,0.86,165,1,0.22,0.45
CUST_7,SKU_4,DEL-FRA,31-08-2025,24,1,26,-0.57,259,0,-0.18,0.28
CUST_7,SKU_4,DEL-FRA,30-09-2025,58,0,15,-0.85,14,0,0.27,0.31
CUST_7,SKU_4,DEL-FRA,31-10-2025,23,0,16,-0.82,225,1,-0.12,0.32
CUST_7,SKU_4,DEL-FRA,30-11-2025,47,0,23,0.66,188,1,-0.09,0.22
CUST_7,SKU_4,DEL-FRA,31-12-2025,87,0,0,-0.98,99,0,0.04,0.74
